Training with hyperparameters: alpha=0.0001, lambda=0
Training data: ./Syn_8_8_8_2_10000/syn_conty/rp25.train.npz
Test data:     ./Syn_8_8_8_2_10000/syn_conty/rn30.test.npz
Loaded data with shape [9000,26]
Defining graph...

Training on experiment 1/10...
0	Obj: 0.4783,	F: 0.6906,	Cf: 0.597,	Imb: 1.9e-08,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.0409,	pehe_train: 0.0535	ate_ood: 0.0409,	pehe_ood: 0.0540
100	Obj: 0.0788,	F: 0.2900,	Cf: 0.325,	Imb: 4e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.9341,	pehe_train: 1.2224	ate_ood: 0.9341,	pehe_ood: 1.2322
200	Obj: 0.0722,	F: 0.2896,	Cf: 0.298,	Imb: 4e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8372,	pehe_train: 1.0956	ate_ood: 0.8372,	pehe_ood: 1.1044
300	Obj: 0.0657,	F: 0.2887,	Cf: 0.309,	Imb: 4e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8634,	pehe_train: 1.1298	ate_ood: 0.8634,	pehe_ood: 1.1389
400	Obj: 0.0603,	F: 0.2890,	Cf: 0.307,	Imb: 3.7e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8847,	pehe_train: 1.1577	ate_ood: 0.8847,	pehe_ood: 1.1670
500	Obj: 0.0551,	F: 0.2897,	Cf: 0.318,	Imb: 3.2e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.9243,	pehe_train: 1.2096	ate_ood: 0.9243,	pehe_ood: 1.2192
600	Obj: 0.0499,	F: 0.2894,	Cf: 0.313,	Imb: 2.8e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.9099,	pehe_train: 1.1907	ate_ood: 0.9099,	pehe_ood: 1.2003
700	Obj: 0.0449,	F: 0.2892,	Cf: 0.305,	Imb: 2.2e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8796,	pehe_train: 1.1511	ate_ood: 0.8796,	pehe_ood: 1.1603
800	Obj: 0.0416,	F: 0.2927,	Cf: 0.306,	Imb: 2e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.9037,	pehe_train: 1.1826	ate_ood: 0.9037,	pehe_ood: 1.1921
900	Obj: 0.0362,	F: 0.2895,	Cf: 0.319,	Imb: 1.7e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8918,	pehe_train: 1.1671	ate_ood: 0.8918,	pehe_ood: 1.1764
1000	Obj: 0.0328,	F: 0.2922,	Cf: 0.323,	Imb: 1.1e-17,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8718,	pehe_train: 1.1408	ate_ood: 0.8718,	pehe_ood: 1.1500
1100	Obj: 0.0285,	F: 0.2889,	Cf: 0.309,	Imb: 7.8e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8589,	pehe_train: 1.1239	ate_ood: 0.8589,	pehe_ood: 1.1329
1200	Obj: 0.0251,	F: 0.2886,	Cf: 0.306,	Imb: 7e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8617,	pehe_train: 1.1276	ate_ood: 0.8617,	pehe_ood: 1.1366
1300	Obj: 0.0220,	F: 0.2886,	Cf: 0.312,	Imb: 5.6e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8854,	pehe_train: 1.1587	ate_ood: 0.8854,	pehe_ood: 1.1680
1400	Obj: 0.0194,	F: 0.2900,	Cf: 0.324,	Imb: 3.9e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.9073,	pehe_train: 1.1874	ate_ood: 0.9073,	pehe_ood: 1.1969
1500	Obj: 0.0167,	F: 0.2886,	Cf: 0.309,	Imb: 2.9e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8816,	pehe_train: 1.1536	ate_ood: 0.8816,	pehe_ood: 1.1628
1600	Obj: 0.0146,	F: 0.2891,	Cf: 0.311,	Imb: 2.7e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8631,	pehe_train: 1.1295	ate_ood: 0.8631,	pehe_ood: 1.1385
1700	Obj: 0.0126,	F: 0.2886,	Cf: 0.311,	Imb: 2.7e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8830,	pehe_train: 1.1555	ate_ood: 0.8830,	pehe_ood: 1.1647
1800	Obj: 0.0115,	F: 0.2937,	Cf: 0.331,	Imb: 2e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8896,	pehe_train: 1.1641	ate_ood: 0.8896,	pehe_ood: 1.1734
1900	Obj: 0.0096,	F: 0.2902,	Cf: 0.321,	Imb: 1.7e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8876,	pehe_train: 1.1616	ate_ood: 0.8876,	pehe_ood: 1.1709
2000	Obj: 0.0083,	F: 0.2903,	Cf: 0.309,	Imb: 1.5e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.9038,	pehe_train: 1.1827	ate_ood: 0.9038,	pehe_ood: 1.1922
2100	Obj: 0.0071,	F: 0.2890,	Cf: 0.316,	Imb: 1.3e-18,	Val: nan,	ValImb: nan,	ValObj: nan	ate_train: 0.8852,	pehe_train: 1.1583	ate_ood: 0.8852,	pehe_ood: 1.1676
